last_name,first_name,year,xba,xslg,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrels,barrel_batted_rate,solidcontact_percent,flareburner_percent,poorlyunder_percent,poorlytopped_percent,poorlyweak_percent,hard_hit_percent,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,out_zone_swing_miss,out_zone_swing,out_zone_percent,out_zone,meatball_swing_percent,meatball_percent,pitch_count_offspeed,pitch_count_fastball,pitch_count_breaking,pitch_count,iz_contact_percent,in_zone_swing_miss,in_zone_swing,in_zone_percent,in_zone,edge_percent,edge,whiff_percent,swing_percent,pull_percent,straightaway_percent,opposite_percent,batted_ball,f_strike_percent,groundballs_percent,groundballs,flyballs_percent,flyballs,linedrives_percent,linedrives,popups_percent,popups,n_bolts,sprint_speed,OPS_Plus_Name,OPS_Plus,UBR_Name,UBR,wRC_Plus_Name,wRC_Plus
Abreu, Jose,2016,0.284,0.473,0.35600000000000004,0.34700000000000003,0.18899999999999997,89.7,10.3,32.7,40,7.9,5.3,25.8,20.3,36.4,3.1,39.4,68.1,14.4,37.5,37.5,62.5,211,562,55.6,1498,72.3,7.1,238,1623,764,2695,85.6,117,815,44.4,1197,41.1,1107,23.8,51.1,33.1,37.6,29.3,508,59.3,45.3,230,20.7,105,27.6,140,6.5,33,1,25.6,José Abreu\abreujo02,124.0, Abreu,-2.7, Abreu,121
Alonso, Yonder,2016,0.263,0.409,0.325,0.32799999999999996,0.146,88.6,11.2,33.3,17,4.1,7.5,24.8,24.3,34.0,2.9,37.4,68.2,10.6,25.6,35.5,64.5,88,248,51.5,969,82.5,7.3,278,1135,461,1883,89.4,66,623,48.5,914,42.3,796,17.7,46.3,37.6,37.4,25.0,412,61.7,45.4,187,19.4,80,28.2,116,7.0,29,0,24.6,Yonder Alonso*\alonsyo01,88.0, Alonso,-1.5, Alonso,87
Altuve, Jose,2016,0.326,0.537,0.396,0.389,0.212,88.3,11.4,39.5,40,6.9,6.6,29.7,19.8,31.2,3.1,36.4,70.0,10.3,30.5,24.9,75.1,103,413,54.8,1355,78.8,6.7,282,1437,674,2474,89.7,81,783,45.2,1118,41.2,1018,15.4,48.3,39.5,41.0,19.5,580,61.2,43.4,252,22.2,129,30.0,174,4.3,25,53,28.4,Jose Altuve\altuvjo01,155.0, Altuve,-0.9, Altuve,152
Andrus, Elvis,2016,0.285,0.392,0.331,0.349,0.107,87.4,9.0,32.4,8,1.8,5.4,27.5,20.8,39.8,3.4,31.8,59.7,10.3,24.8,32.1,67.9,79,246,47.6,992,67.4,9.1,204,1316,513,2083,89.7,67,651,52.4,1091,41.6,866,16.3,43.1,38.5,39.4,22.1,447,64.1,49.0,219,17.2,77,27.3,122,6.5,29,1,27.4,Elvis Andrus\andruel01,110.0, Andrus,3.1, Andrus,109
Arenado, Nolan,2016,0.266,0.483,0.35200000000000004,0.34,0.217,89.5,18.6,32.7,47,9.0,5.5,22.0,32.9,27.3,1.7,39.6,67.0,12.5,32.0,30.4,69.6,143,471,53.8,1473,71.0,6.7,282,1582,824,2743,87.5,106,848,46.2,1266,42.1,1153,18.9,48.1,41.7,37.3,21.0,523,60.2,35.6,186,25.8,135,27.9,146,10.7,56,1,26.3,Nolan Arenado\arenano01,129.0, Arenado,0.3, Arenado,126
Bautista, Jose,2016,0.255,0.439,0.366,0.386,0.184,91.5,14.6,30.6,27,8.3,8.3,24.4,27.5,27.8,2.8,45.7,56.4,13.5,18.8,42.4,57.6,92,217,52.6,1155,71.9,6.3,234,1235,687,2195,86.5,79,587,47.4,1040,42.6,936,21.3,36.6,46.0,39.2,14.8,324,56.1,39.5,128,22.2,72,25.0,81,13.3,43,0,25.3,Jose Bautista\bautijo02,118.0, Bautista,-1.5, Bautista,123
Belt, Brandon,2016,0.268,0.499,0.38799999999999996,0.39299999999999996,0.231,87.3,21.3,42.7,45,11.3,7.0,27.1,29.6,16.1,5.8,32.4,77.8,17.1,23.3,46.8,53.2,166,355,56.1,1526,92.0,6.5,331,1691,682,2721,82.9,159,930,43.9,1195,42.6,1158,25.3,47.2,35.4,34.4,30.2,398,56.3,27.4,109,29.9,119,35.4,141,7.3,29,0,26.4,Brandon Belt*\beltbr01,135.0, Belt,-3.2, Belt,136
Beltran, Carlos,2016,0.272,0.44,0.32799999999999996,0.317,0.168,90.2,12.6,32.5,31,6.8,4.0,25.7,27.0,34.3,1.1,38.5,66.1,12.9,28.5,32.6,67.4,111,340,54.5,1193,73.5,6.9,359,1279,503,2188,87.1,85,658,45.5,995,42.2,924,19.6,45.6,43.7,34.1,22.2,455,58.5,42.4,193,22.2,101,26.6,121,8.8,40,0,25.7,Carlos Beltran#\beltrca01,122.0, Beltran,-2.0, Beltran,122
Beltre, Adrian,2016,0.298,0.523,0.379,0.358,0.225,90.1,14.5,34.2,44,8.5,5.6,25.0,27.9,30.2,2.1,40.4,64.7,11.0,34.4,22.3,77.7,99,443,52.8,1289,70.6,7.0,318,1395,682,2443,89.0,82,746,47.2,1153,40.3,984,15.2,48.7,36.9,37.5,25.6,520,60.3,41.2,214,24.0,125,25.2,131,9.6,50,0,25.9,Adrian Beltre\beltrad01,128.0, Beltre,-1.3, Beltre,127
Betts, Mookie,2016,0.28600000000000003,0.456,0.34700000000000003,0.337,0.17,89.8,12.5,31.9,31,5.2,6.7,23.0,26.5,35.7,1.8,39.9,57.4,6.9,22.9,34.9,65.1,102,292,47.0,1273,70.2,7.9,278,1594,779,2709,93.1,57,824,53.0,1436,43.2,1169,14.2,41.2,37.7,35.9,26.4,599,60.8,41.7,250,23.4,140,24.9,149,10.0,60,12,27.9,Mookie Betts\bettsmo01,133.0, Betts,6.7, Betts,136
Blackmon, Charlie,2016,0.3,0.489,0.368,0.361,0.19,87.7,15.2,39.1,33,6.8,5.6,28.0,25.9,27.3,3.5,33.5,63.4,10.6,31.7,28.9,71.1,126,436,52.6,1375,63.8,5.8,330,1641,610,2614,89.4,83,785,47.4,1239,42.2,1104,17.1,46.7,41.4,33.1,25.5,483,54.6,35.6,172,22.2,107,35.0,169,7.2,35,1,27.7,Charlie Blackmon*\blackch02,130.0, Blackmon,1.9, Blackmon,132
Bogaerts, Xander,2016,0.261,0.408,0.326,0.32799999999999996,0.147,89.0,11.0,28.0,28,5.3,4.7,24.2,24.6,37.6,2.1,32.7,58.4,11.8,32.4,34.5,65.5,160,464,50.2,1430,65.0,8.3,296,1647,858,2849,88.2,98,828,49.8,1419,43.2,1232,20.0,45.3,40.0,34.8,25.2,532,59.1,46.4,247,20.9,111,21.8,116,10.9,58,10,28.3,Xander Bogaerts\bogaexa01,111.0, Bogaerts,3.8, Bogaerts,114
Bradley Jr., Jackie,2016,0.251,0.449,0.344,0.33799999999999997,0.198,90.3,10.1,29.0,36,8.6,7.1,21.7,21.7,37.9,1.4,39.3,63.8,19.8,27.3,41.9,58.1,148,353,51.6,1294,69.2,6.3,368,1433,659,2509,80.2,153,774,48.4,1214,43.1,1082,26.7,44.9,41.2,38.8,20.0,420,59.7,48.3,203,22.4,94,22.1,93,7.1,30,0,27.4,Jackie Bradley Jr.*\bradlja02,118.0, Bradley Jr.,3.3, Bradley Jr.,118
Braun, Ryan,2016,0.285,0.47600000000000003,0.358,0.35100000000000003,0.191,90.0,4.6,27.2,35,8.4,5.5,23.6,13.5,45.2,2.4,38.9,72.3,12.3,34.4,34.8,65.2,142,408,56.4,1187,77.0,6.0,212,1331,526,2105,87.7,82,664,43.6,918,40.6,854,20.9,50.9,35.8,38.0,26.2,416,59.4,56.7,236,16.3,68,22.6,94,4.3,18,0,27.4,Ryan Braun\braunry02,135.0, Braun,0.4, Braun,134
Bruce, Jay,2016,0.25,0.473,0.335,0.311,0.223,89.0,14.8,35.6,36,8.7,8.9,22.6,26.9,30.0,1.7,38.5,75.7,19.6,31.8,38.0,62.0,155,408,55.8,1285,88.1,5.9,349,1299,627,2302,80.4,151,770,44.2,1017,43.4,999,26.0,51.2,41.1,38.7,20.2,416,57.0,38.9,162,27.4,114,27.6,115,6.0,25,1,26.8,Jay Bruce*\bruceja01,113.0, Bruce,-3.1, Bruce,111
Bryant, Kris,2016,0.268,0.547,0.38799999999999996,0.366,0.278,89.3,20.7,36.3,53,11.7,8.0,22.3,31.0,21.2,4.2,38.9,72.1,21.3,28.7,42.5,57.5,179,421,54.4,1467,88.6,6.2,394,1512,773,2699,78.7,189,888,45.6,1232,42.1,1135,28.1,48.5,44.9,35.2,19.9,452,59.8,32.1,145,31.2,141,27.9,126,8.8,40,1,28.5,Kris Bryant\bryankr01,146.0, Bryant,3.0, Bryant,148
Cabrera, Miguel,2016,0.335,0.677,0.45299999999999996,0.41200000000000003,0.34299999999999997,93.6,12.3,40.5,77,15.9,7.4,25.6,19.2,29.8,1.9,50.6,70.9,16.0,30.7,34.8,65.2,147,422,54.9,1376,78.7,6.7,294,1514,619,2510,84.0,128,800,45.1,1129,41.0,1028,22.5,48.7,34.3,37.6,28.1,484,58.5,43.0,208,23.3,113,29.3,142,4.3,21,1,24.4,Miguel Cabrera\cabremi01,155.0, Cabrera,-6.2, Cabrera,153
Cabrera, Asdrubal,2016,0.255,0.428,0.32299999999999995,0.315,0.17300000000000001,88.9,15.6,36.4,24,5.7,7.4,25.2,28.8,29.3,1.0,33.3,71.6,15.5,32.3,37.4,62.6,136,364,54.1,1126,76.2,6.2,251,1238,581,2082,84.5,106,684,45.9,955,42.2,878,23.1,50.3,47.9,31.0,21.2,420,59.7,40.0,168,24.8,104,27.9,117,7.4,31,2,25.5,Asdrubal Cabrera#\cabreas01,117.0, Cabrera,-2.7, Cabrera,120
Cabrera, Melky,2016,0.281,0.392,0.321,0.33299999999999996,0.11199999999999999,89.5,11.2,33.6,11,2.1,4.2,29.2,27.2,35.5,0.4,34.2,66.9,8.9,34.0,22.5,77.5,99,440,54.5,1294,71.1,6.7,346,1474,513,2374,91.1,64,722,45.5,1080,41.6,988,14.0,48.9,37.7,33.4,28.9,530,55.4,43.6,231,21.1,112,28.1,149,7.2,38,0,25.6,Melky Cabrera#\cabreme01,118.0, Cabrera,-2.4, Cabrera,116
Calhoun, Kole,2016,0.273,0.45799999999999996,0.355,0.353,0.185,89.7,14.9,36.2,30,6.2,8.3,27.0,26.4,27.9,2.5,40.5,73.0,15.3,29.3,46.6,53.4,184,395,53.7,1348,82.1,7.6,356,1498,617,2509,84.7,130,847,46.3,1161,41.2,1034,25.3,49.5,37.2,38.0,24.7,481,61.8,39.5,190,27.4,132,26.2,126,6.9,33,0,26.0,Kole Calhoun*\calhoko01,116.0, Calhoun,0.9, Calhoun,117
Cano, Robinson,2016,0.28600000000000003,0.48700000000000004,0.355,0.34,0.20199999999999999,90.2,11.5,33.0,42,7.5,6.1,26.3,23.9,31.6,3.6,42.9,70.3,8.6,34.6,32.1,67.9,154,480,54.6,1388,75.9,6.8,281,1596,625,2544,91.4,70,813,45.4,1156,41.4,1053,17.3,50.8,36.8,37.0,26.3,560,59.7,46.4,260,21.1,118,25.7,144,6.8,38,0,24.8,Robinson Cano*\canoro01,138.0, Cano,-0.7, Cano,139
Carpenter, Matt,2016,0.29,0.5529999999999999,0.405,0.4,0.263,90.7,18.1,42.5,42,11.3,7.8,26.6,28.0,20.7,2.2,42.0,56.7,10.6,22.1,38.7,61.3,109,282,53.4,1276,66.0,6.2,306,1535,525,2391,89.2,67,632,46.6,1114,44.1,1053,19.2,38.3,46.5,35.8,17.7,372,55.8,32.8,122,33.9,126,30.4,113,3.0,11,1,26.6,Matt Carpenter*\carpema01,136.0, Carpenter,-2.0, Carpenter,136
Carter, Chris,2016,0.23800000000000002,0.534,0.37,0.337,0.295,91.7,18.5,36.3,62,17.6,9.9,16.4,28.0,24.9,2.3,46.2,66.5,29.0,24.7,59.7,40.3,221,370,54.6,1498,81.3,6.4,315,1618,806,2744,71.0,240,829,45.4,1246,41.1,1128,38.4,43.7,37.4,41.9,20.4,353,58.7,31.7,112,31.2,110,29.2,103,7.9,28,1,26.6,Chris Carter\cartech02,113.0, Carter,-3.1, Carter,113
Castro, Starlin,2016,0.266,0.424,0.316,0.298,0.158,88.5,9.0,32.3,25,5.4,4.9,25.6,21.7,37.8,3.4,34.2,68.1,15.4,35.1,38.7,61.3,153,395,49.9,1124,81.3,7.1,258,1266,688,2251,84.6,118,767,50.1,1127,40.6,914,23.3,51.6,35.7,39.6,24.7,465,63.1,50.1,233,20.6,96,24.5,114,4.7,22,0,27.4,Starlin Castro\castrst01,93.0, Castro,-1.2, Castro,93
Cespedes, Yoenis,2016,0.28300000000000003,0.528,0.377,0.359,0.245,91.8,16.3,32.6,37,9.8,6.4,27.1,27.1,27.1,1.9,47.5,64.5,16.9,33.0,36.6,63.4,148,404,55.8,1223,73.1,6.1,202,1375,589,2193,83.1,106,626,44.2,970,40.4,885,24.7,47.0,36.6,39.5,23.9,377,59.3,37.7,142,26.0,98,27.3,103,9.0,34,3,27.1,Yoenis Céspedes\cespeyo01,136.0, Cespedes,0.4, Cespedes,136
Correa, Carlos,2016,0.289,0.486,0.374,0.376,0.196,91.0,6.9,33.1,34,7.7,7.7,27.2,16.1,36.7,2.7,43.5,63.3,17.3,27.8,38.4,61.6,150,391,53.1,1404,68.8,6.7,306,1514,771,2642,82.7,136,784,46.9,1238,41.4,1094,24.3,44.5,35.6,37.0,27.4,441,59.8,51.2,226,17.5,77,27.2,120,4.1,18,5,28.0,Carlos Correa\correca01,124.0, Correa,2.0, Correa,123
Cozart, Zack,2016,0.244,0.369,0.298,0.302,0.126,86.3,15.4,31.9,9,2.3,6.5,24.2,30.6,31.7,3.4,27.5,65.6,10.9,27.0,38.6,61.4,97,251,49.0,929,69.2,7.0,187,1210,482,1898,89.1,69,635,51.0,968,43.5,825,18.7,46.7,44.7,35.8,19.5,385,60.6,40.0,154,23.4,90,27.8,107,8.8,34,0,25.9,Zack Cozart\cozarza01,92.0, Cozart,0.3, Cozart,90
Crawford, Brandon,2016,0.254,0.419,0.327,0.33,0.16399999999999998,88.9,12.8,33.8,25,5.6,6.9,23.5,24.8,31.8,2.2,34.7,76.7,18.1,29.1,45.2,54.8,170,376,54.7,1291,88.4,7.3,349,1379,593,2363,81.9,149,821,45.3,1071,40.6,958,26.6,50.7,37.4,37.4,25.3,447,56.3,43.8,196,20.6,92,28.9,129,6.7,30,1,26.7,Brandon Crawford*\crawfbr01,108.0, Crawford,1.0, Crawford,105
Cruz, Nelson,2016,0.281,0.594,0.401,0.358,0.313,94.6,11.2,34.8,72,16.5,8.5,16.9,20.1,34.6,1.1,52.4,68.7,20.3,28.0,48.8,51.3,195,400,52.3,1428,75.8,6.7,308,1608,787,2732,79.7,182,896,47.7,1304,42.1,1150,29.1,47.4,35.2,40.0,24.7,437,57.7,44.6,195,23.6,103,24.5,107,7.3,32,0,26.1,Nelson Cruz\cruzne02,147.0, Cruz,-3.1, Cruz,148
Cuthbert, Cheslor,2016,0.23800000000000002,0.336,0.278,0.285,0.099,89.3,12.4,27.0,9,2.4,5.0,25.7,26.7,37.2,2.1,36.9,67.6,15.3,30.0,41.8,58.2,123,294,48.8,979,79.3,8.4,215,1181,591,2005,84.7,106,694,51.2,1026,43.3,868,23.2,49.3,35.9,38.5,25.7,382,62.7,47.6,182,20.2,77,21.5,82,10.7,41,1,26.6,Cheslor Cuthbert\cuthbch01,95.0, Cuthbert,-3.5, Cuthbert,95
Davis, Chris,2016,0.22,0.49200000000000005,0.355,0.33399999999999996,0.272,91.1,17.2,35.7,53,15.1,8.0,20.0,25.1,26.9,3.1,44.0,62.3,26.9,27.3,55.1,44.9,233,423,56.3,1551,73.0,5.9,452,1565,677,2755,73.1,202,750,43.7,1204,43.2,1189,37.1,42.6,40.6,37.7,21.7,350,58.0,37.7,132,34.6,121,22.0,77,5.7,20,1,26.5,Chris Davis*\davisch02,110.0, Davis,2.0, Davis,113
Davis, Khris,2016,0.253,0.563,0.371,0.315,0.31,92.0,13.4,31.5,67,17.0,5.1,20.1,23.6,30.5,2.0,48.2,74.3,27.7,29.2,49.9,50.1,169,339,49.7,1159,88.4,8.2,293,1369,657,2331,72.3,241,871,50.3,1172,43.3,1009,33.9,51.9,35.3,38.8,25.9,394,63.9,43.4,171,27.4,108,22.8,90,6.3,25,0,27.1,Khris Davis\daviskh01,123.0, Davis,-0.6, Davis,122
Desmond, Ian,2016,0.263,0.431,0.32799999999999996,0.317,0.168,90.7,4.8,28.6,35,7.5,4.9,24.6,16.7,43.8,1.7,43.6,62.1,19.1,29.0,47.5,52.5,168,354,47.5,1222,65.0,7.8,312,1540,672,2572,80.9,160,838,52.5,1350,42.7,1098,27.5,46.3,27.8,41.5,30.8,468,65.9,53.6,251,17.7,83,23.3,109,5.3,25,22,28.6,Ian Desmond\desmoia01,104.0, Desmond,3.8, Desmond,103
Dickerson, Corey,2016,0.237,0.45,0.314,0.28600000000000003,0.213,89.0,18.0,34.1,42,11.1,5.6,20.9,31.7,27.8,2.9,38.4,74.8,26.5,41.0,33.0,66.8,159,482,55.7,1176,83.1,6.4,325,1242,499,2111,73.5,185,699,44.3,935,42.2,890,29.1,55.9,32.0,35.4,32.5,378,62.4,38.1,144,31.0,117,22.8,86,8.2,31,1,27.4,Corey Dickerson*\dickeco01,106.0, Dickerson,-0.2, Dickerson,101
Donaldson, Josh,2016,0.285,0.564,0.41200000000000003,0.406,0.27899999999999997,92.3,14.8,32.4,58,12.5,6.7,24.2,25.7,26.6,2.4,49.5,63.2,17.3,23.3,40.1,59.9,149,372,54.1,1596,78.1,7.3,319,1701,889,2952,82.7,148,857,45.9,1355,41.2,1215,24.1,41.7,42.5,32.8,24.6,463,57.0,39.5,183,24.6,114,25.3,117,10.6,49,0,27.1,Josh Donaldson\donaljo02,153.0, Donaldson,-0.1, Donaldson,157
Dozier, Brian,2016,0.23600000000000002,0.46,0.332,0.313,0.22399999999999998,88.1,18.8,31.2,40,8.3,7.4,20.2,33.3,25.0,3.5,36.2,61.1,18.0,27.9,33.7,66.3,139,413,53.1,1481,68.9,6.9,337,1637,766,2788,82.0,144,798,46.9,1307,43.1,1201,23.4,43.4,51.4,31.8,16.7,484,59.3,37.0,179,30.8,149,19.8,96,12.4,60,4,27.8,Brian Dozier\doziebr01,134.0, Dozier,2.6, Dozier,132
Duvall, Adam,2016,0.251,0.494,0.342,0.307,0.243,88.5,19.2,35.9,47,11.9,7.6,22.7,29.5,22.2,4.8,40.8,68.3,18.1,32.8,46.2,53.5,176,381,52.3,1163,78.8,7.0,212,1366,641,2226,81.9,131,725,47.7,1061,41.8,929,27.7,49.7,49.7,30.3,19.9,396,64.0,33.8,134,28.5,113,27.8,110,9.8,39,2,28.3,Adam Duvall\duvalad01,106.0, Duvall,0.6, Duvall,104
Eaton, Adam,2016,0.275,0.408,0.341,0.35700000000000004,0.132,89.0,5.0,31.1,16,3.1,6.0,25.1,14.6,43.2,2.3,36.0,65.1,12.4,28.9,28.0,72.0,111,396,51.3,1369,69.1,7.8,286,1722,608,2670,87.6,105,847,48.7,1301,41.8,1116,17.4,46.6,27.2,37.5,35.2,514,60.8,55.8,287,16.9,87,24.7,127,2.5,13,18,28.3,Adam Eaton*\eatonad02,117.0, Eaton,2.2, Eaton,117
Ellsbury, Jacoby,2016,0.273,0.36700000000000005,0.317,0.33899999999999997,0.095,86.9,10.7,30.8,8,1.7,3.2,27.8,24.9,37.1,3.6,31.4,66.7,9.1,25.2,37.8,62.2,108,286,48.7,1137,72.0,6.9,256,1560,485,2334,90.6,73,798,51.3,1197,44.0,1026,16.7,46.4,38.8,37.8,23.4,474,62.8,47.0,223,17.7,84,26.2,124,9.1,43,11,27.9,Jacoby Ellsbury*\ellsbja01,88.0, Ellsbury,2.3, Ellsbury,90
Encarnacion, Edwin,2016,0.264,0.5329999999999999,0.38299999999999995,0.361,0.26899999999999996,90.8,15.8,35.7,57,12.1,6.6,21.0,27.8,29.9,1.7,40.6,65.0,17.0,21.4,42.5,57.5,136,320,51.7,1498,78.5,7.1,313,1706,835,2900,83.0,155,911,48.3,1401,43.3,1256,23.6,42.4,49.9,31.8,18.3,471,57.7,38.4,181,26.1,123,26.1,123,9.3,44,0,25.3,Edwin Encarnacion\encared01,134.0, Encarnacion,-1.1, Encarnacion,136
Escobar, Alcides,2016,0.248,0.327,0.271,0.281,0.079,84.0,9.4,31.7,8,1.4,2.9,24.5,23.4,41.2,3.4,17.6,68.4,15.3,37.7,30.9,69.1,146,473,50.9,1253,74.6,7.2,260,1406,756,2464,84.7,126,825,49.1,1207,42.7,1050,21.0,52.7,38.5,34.5,27.0,556,67.9,51.6,287,20.0,111,22.3,124,6.1,34,4,27.5,Alcides Escobar\escobal02,72.0, Escobar,-1.4, Escobar,69
Escobar, Yunel,2016,0.28300000000000003,0.391,0.326,0.33799999999999997,0.107,89.3,1.9,28.4,13,2.8,3.3,28.0,14.7,47.3,1.8,36.3,69.8,7.9,27.1,39.5,60.5,104,263,49.7,972,84.6,7.6,191,1245,509,1956,92.1,54,687,50.3,984,43.0,842,16.6,48.6,27.8,48.8,23.4,457,65.0,59.1,270,13.6,62,24.7,113,2.6,12,0,25.6,Yunel Escobar\escobyu01,107.0, Escobar,-0.9, Escobar,107
Espinosa, Danny,2016,0.20199999999999999,0.37200000000000005,0.294,0.306,0.16899999999999998,90.1,14.8,26.6,30,8.5,4.8,19.0,27.5,27.8,1.7,33.7,68.0,22.7,31.5,51.4,48.6,208,405,55.6,1285,75.5,6.2,317,1327,627,2314,77.3,158,697,44.4,1025,41.9,969,33.2,47.6,49.0,33.7,17.3,353,54.4,43.1,152,24.4,86,24.4,86,8.2,29,1,27.7,Danny Espinosa#\espinda01,79.0, Espinosa,1.0, Espinosa,78
Forsythe, Logan,2016,0.27699999999999997,0.488,0.361,0.345,0.21100000000000002,90.0,13.6,38.9,29,7.5,8.8,26.9,24.9,30.1,1.3,38.9,57.5,18.7,18.8,36.8,63.2,75,204,46.2,1087,63.2,8.7,230,1510,588,2352,81.3,136,727,53.8,1265,41.2,968,22.7,39.6,38.1,31.6,30.3,386,62.8,42.0,162,26.7,103,26.9,104,4.4,17,0,27.7,Logan Forsythe\forsylo01,113.0, Forsythe,2.6, Forsythe,113
Fowler, Dexter,2016,0.259,0.414,0.358,0.382,0.155,88.0,12.5,37.1,19,5.6,6.2,26.4,23.4,33.5,1.5,33.5,62.4,16.4,17.6,40.4,59.6,90,223,52.2,1268,74.0,6.3,372,1465,588,2429,83.6,119,724,47.8,1161,41.9,1018,22.1,39.0,38.9,39.2,22.0,337,58.1,41.8,141,22.8,77,30.0,101,5.3,18,4,28.3,Dexter Fowler#\fowlede01,123.0, Fowler,4.2, Fowler,129
Franco, Maikel,2016,0.262,0.43,0.324,0.316,0.16699999999999998,89.5,11.8,28.6,32,6.7,5.8,23.0,24.4,37.0,2.1,40.5,72.4,16.7,32.1,39.9,60.1,150,376,52.1,1170,87.9,7.0,236,1311,676,2246,83.3,130,779,47.9,1076,41.9,942,24.2,51.4,41.1,38.2,20.7,479,61.1,45.3,217,19.2,92,25.3,121,10.2,49,0,26.0,Maikel Franco\francma02,94.0, Franco,-0.9, Franco,92
Frazier, Todd,2016,0.226,0.436,0.322,0.305,0.21,89.1,20.5,31.7,44,10.1,4.1,21.4,35.2,25.3,2.8,35.6,64.9,21.5,30.0,41.8,58.2,181,433,52.1,1442,74.0,7.1,271,1621,818,2766,78.5,185,859,47.9,1324,41.0,1133,28.3,46.7,44.6,33.3,22.1,435,60.7,35.2,153,26.7,116,23.4,102,14.7,64,0,26.2,Todd Frazier\frazito01,107.0, Frazier,-0.4, Frazier,105
Freeman, Freddie,2016,0.284,0.5760000000000001,0.40399999999999997,0.38799999999999996,0.292,91.3,17.2,44.9,56,13.2,9.5,25.5,25.5,21.5,2.1,44.7,79.4,23.6,29.3,42.3,57.7,193,456,56.0,1556,88.2,4.9,348,1569,796,2779,76.4,229,970,44.0,1222,39.9,1109,29.6,51.3,35.0,35.5,29.6,423,58.0,31.9,135,27.9,118,35.2,149,5.0,21,0,26.4,Freddie Freeman*\freemfr01,157.0, Freeman,-1.5, Freeman,152
Galvis, Freddy,2016,0.233,0.35,0.26899999999999996,0.26899999999999996,0.11599999999999999,87.4,13.6,34.1,13,2.8,4.8,26.3,28.9,31.1,1.5,27.4,67.2,14.6,38.7,30.8,69.2,149,483,52.7,1247,66.9,6.3,318,1529,475,2365,85.4,110,751,47.3,1118,41.5,982,21.0,52.2,41.1,35.4,23.5,460,60.1,42.8,197,23.3,107,27.2,125,6.7,31,1,27.6,Freddy Galvis#\galvifr01,78.0, Galvis,0.6, Galvis,74
Garcia, Adonis,2016,0.281,0.426,0.326,0.32,0.145,89.0,7.9,30.1,23,5.2,3.4,30.5,16.9,40.8,1.6,34.9,69.6,14.6,36.5,32.9,67.1,124,377,51.7,1032,72.0,7.5,166,1188,613,1998,85.4,98,672,48.3,966,41.0,820,21.2,52.5,35.5,40.3,24.1,439,63.2,52.6,231,13.2,58,28.5,125,5.7,25,0,26.4,Adonis Garcia\garciad01,91.0, Garcia,0.0, Garcia,90
Gardner, Brett,2016,0.258,0.354,0.321,0.35,0.096,86.5,7.5,28.0,11,2.4,2.2,28.0,22.2,39.6,2.9,24.0,53.3,10.6,22.3,25.2,74.8,77,306,53.0,1373,58.3,6.3,306,1691,551,2591,89.4,69,649,47.0,1218,44.3,1149,15.3,36.9,30.0,43.1,26.9,450,52.4,52.9,238,18.9,85,22.4,101,5.8,26,31,28.7,Brett Gardner*\gardnbr01,92.0, Gardner,4.5, Gardner,96
Gennett, Scooter,2016,0.23199999999999998,0.34700000000000003,0.285,0.29,0.115,86.9,12.2,34.4,15,3.9,3.4,25.8,27.1,37.0,1.3,24.5,72.5,15.8,32.3,35.5,64.5,130,366,54.8,1133,83.5,6.7,283,1268,512,2069,84.2,107,679,45.2,936,42.7,884,22.7,50.5,33.3,35.1,31.5,387,61.6,45.5,176,20.9,81,26.1,101,7.5,29,0,25.5,Scooter Gennett*\gennesc01,91.0, Gennett,-3.7, Gennett,92
Goldschmidt, Paul,2016,0.27699999999999997,0.467,0.373,0.396,0.19,91.0,11.1,33.2,34,7.8,7.6,28.1,20.1,33.4,1.8,42.6,59.5,18.5,20.8,33.5,66.5,114,340,54.4,1638,74.1,7.2,272,1844,847,3012,81.5,151,818,45.6,1374,42.4,1277,22.9,38.4,38.2,35.2,26.5,437,56.9,47.4,207,19.0,83,28.1,123,5.5,24,2,27.3,Paul Goldschmidt\goldspa01,133.0, Goldschmidt,1.2, Goldschmidt,133
Gonzalez, Marwin,2016,0.235,0.392,0.292,0.27699999999999997,0.157,89.3,9.4,30.3,20,5.4,5.9,22.3,22.3,34.0,2.4,35.9,64.4,15.3,34.6,42.7,57.3,152,356,53.8,1030,72.1,6.4,347,1053,487,1914,84.7,87,569,46.2,883,43.6,834,25.8,48.3,43.4,38.9,17.7,373,64.3,50.7,189,20.1,75,23.9,89,5.4,20,0,26.5,Marwin Gonzalez#\gonzama01,91.0, Gonzalez,-0.4, Gonzalez,89
Gonzalez, Adrian,2016,0.272,0.424,0.331,0.33899999999999997,0.152,88.2,9.6,38.9,21,4.6,7.0,30.2,19.9,34.1,3.1,33.9,71.3,15.9,30.0,36.0,64.0,146,405,56.5,1352,77.2,6.6,281,1493,567,2394,84.1,118,743,43.5,1042,41.7,999,23.0,48.0,35.4,36.5,28.0,457,56.1,48.4,221,18.2,83,30.4,139,3.1,14,2,24.1,Adrian Gonzalez*\gonzaad01,111.0, Gonzalez,-3.0, Gonzalez,111
