last_name, first_name,year,xba,xslg,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrels,barrel_batted_rate,solidcontact_percent,flareburner_percent,poorlyunder_percent,poorlytopped_percent,poorlyweak_percent,hard_hit_percent,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,out_zone_swing_miss,out_zone_swing,out_zone_percent,out_zone,meatball_swing_percent,meatball_percent,pitch_count_offspeed,pitch_count_fastball,pitch_count_breaking,pitch_count,iz_contact_percent,in_zone_swing_miss,in_zone_swing,in_zone_percent,in_zone,edge_percent,edge,whiff_percent,swing_percent,pull_percent,straightaway_percent,opposite_percent,batted_ball,f_strike_percent,groundballs_percent,groundballs,flyballs_percent,flyballs,linedrives_percent,linedrives,popups_percent,popups,n_bolts,hp_to_1b,sprint_speed,
Hosmer, Eric,2018,0.252,0.389,0.313,0.323,0.137,88.8,-1.4,26.7,28,5.9,4.0,22.7,12.9,48.7,4.2,38.2,70.7,18.0,29.2,48.1,51.9,188,391,53.1,1339,84.4,5.8,310,1487,719,2571,82.0,150,835,46.9,1181,42.3,1066,27.6,48.5,28.6,40.0,31.4,472,56.4,61.0,288,13.1,62,21.0,99,4.9,23,0,4.46,26.3,
Kipnis, Jason,2018,0.242,0.404,0.325,0.329,0.163,86.9,17.8,34.4,28,6.6,5.0,25.1,32.5,24.2,2.8,31.6,61.0,13.7,25.7,37.1,62.9,118,318,51.9,1239,69.2,8.2,279,1481,619,2437,86.3,96,700,48.1,1147,43.2,1031,20.9,42.7,36.5,38.2,25.4,422,52.7,34.8,147,28.7,121,27.3,115,9.2,39,0,4.38,26.9,
Rendon, Anthony,2018,0.308,0.552,0.394,0.374,0.244,90.7,17.9,39.8,47,10.3,8.1,26.4,28.8,24.4,1.8,44.8,69.5,9.8,23.8,27.1,72.9,73,269,47.8,1130,79.4,8.4,221,1480,662,2365,90.2,84,858,52.2,1234,45.7,1081,13.9,47.7,36.7,36.0,27.3,455,62.3,32.7,149,27.9,127,30.8,140,8.6,39,0,4.37,27.3,
Semien, Marcus,2018,0.246,0.385,0.309,0.312,0.139,86.8,15.4,35.1,23,4.5,6.7,25.5,31.2,28.0,3.5,32.1,64.4,13.7,23.6,38.5,61.5,131,340,50.3,1443,75.7,7.0,355,1684,827,2881,86.3,126,919,49.7,1428,43.1,1238,20.4,43.8,42.4,35.5,22.2,510,61.2,39.8,203,24.7,126,26.7,136,8.8,45,0,4.28,28.3,
Shaw, Travis,2018,0.246,0.465,0.353,0.351,0.220,88.9,16.9,31.2,41,10.3,6.0,21.2,31.0,27.5,3.0,38.3,66.6,14.3,25.0,34.5,65.5,110,319,53.4,1276,79.3,6.3,374,1404,604,2390,85.7,106,741,46.6,1112,44.0,1050,20.4,44.4,44.8,34.3,20.9,397,54.3,38.3,152,29.2,116,22.2,88,10.3,41,0,4.41,26.7,
Springer, George,2018,0.255,0.463,0.351,0.338,0.208,88.6,9.5,30.1,38,8.9,6.6,19.8,21.6,41.4,1.6,37.4,67.0,19.2,21.7,41.0,58.7,111,271,50.0,1250,88.8,7.1,254,1546,690,2501,80.8,161,837,50.0,1249,42.6,1065,24.6,44.3,34.1,41.6,24.2,425,57.1,50.1,213,25.4,108,18.6,79,5.9,25,4,4.31,27.7,
Strange-Gordon, Dee,2018,0.274,0.336,0.285,0.297,0.062,83.2,5.8,30.4,1,0.2,1.6,25.9,18.8,43.5,3.7,12.5,67.2,8.3,38.7,29.9,70.1,109,365,47.5,944,76.2,8.2,197,1275,497,1991,91.7,58,702,52.5,1045,43.8,872,15.6,53.7,29.2,41.4,29.4,490,64.8,58.4,286,14.3,70,24.3,119,3.1,15,71,3.96,29.0,
Gregorius, Didi,2018,0.264,0.410,0.327,0.334,0.145,87,16,32.8,21,4.7,5.6,24.3,31.0,29.9,3.4,30.8,74.5,12.6,32.8,32.5,67.5,123,378,55.3,1152,76.7,6.2,329,1299,451,2082,87.4,87,693,44.7,930,40.9,852,19.6,51.4,38.0,38.2,23.8,445,59.4,40.0,178,25.8,115,22.2,99,11.9,53,0,4.24,28.0,
Trout, Mike,2018,0.295,0.601,0.436,0.447,0.306,91.2,18.6,41.0,58,16.5,8.3,22.5,27.6,19.7,5.4,46.2,57.9,10.5,18.0,43.8,56.2,102,233,50.9,1294,71.1,7.5,186,1735,618,2543,89.3,76,722,49.1,1248,43.2,1098,18.6,37.6,39.3,37.9,22.8,351,58.1,31.3,110,33.3,117,28.2,99,7.1,25,39,4.25,29.2,
Herrera, Odubel,2018,0.233,0.362,0.289,0.292,0.128,86.7,13.2,28.8,21,4.9,5.8,20.7,26.3,35.6,4.0,31.9,68.1,17.5,37.9,43.7,56.3,205,469,53.9,1237,72.5,7.3,363,1407,522,2319,82.5,126,719,46.1,1056,42.6,976,27.7,51.7,36.7,35.3,27.9,430,64.3,45.3,195,21.4,92,21.9,94,11.4,49,2,4.23,26.6,
Harper, Bryce,2018,0.263,0.518,0.393,0.406,0.256,91,14.4,35.4,45,11.5,8.7,23.3,24.1,29.5,2.1,45.4,74.2,24.6,24.9,46.4,53.6,194,418,58.5,1682,86.0,5.5,476,1659,742,2877,75.4,218,887,41.5,1195,41.2,1184,31.6,45.4,40.3,32.6,27.2,390,57.4,41.0,160,27.4,107,26.2,102,5.4,21,2,4.35,27.5,
Abreu, Jose,2018,0.281,0.498,0.361,0.344,0.218,91.3,12.2,35.4,36,9.1,7.6,27.8,21.5,32.3,1.8,45.2,64.9,15.9,34.9,39.0,61.0,152,390,53.0,1118,72.4,6.4,180,1257,670,2108,84.1,102,643,47.0,990,41.5,874,24.6,49.0,35.6,43.2,21.2,396,62.4,44.2,175,19.9,79,28.3,112,7.6,30,0,4.53,26.7,
Suarez, Eugenio,2018,0.280,0.522,0.381,0.366,0.242,91.2,14.7,38.6,38,9.7,8.4,26.9,24.3,28.9,1.8,45.6,68.2,15.8,21.8,56.0,44.0,150,268,50.6,1227,81.7,7.4,228,1591,604,2429,84.2,129,816,49.4,1197,42.2,1023,25.7,44.7,39.4,38.4,22.3,391,59.6,39.4,154,30.7,120,26.6,104,3.3,13,0,4.62,26.2,
Polanco, Gregory,2018,0.248,0.454,0.346,0.339,0.206,88.9,20.1,33.9,33,9.4,7.1,21.4,32.8,27.1,1.4,37.8,69.7,16.9,24.3,41.2,58.8,120,291,54.3,1196,77.9,5.9,280,1345,578,2213,82.8,119,703,45.7,1008,41.3,910,24.0,45.1,42.7,37.3,19.9,351,57.6,34.2,120,29.6,104,22.5,79,13.7,48,8,4.18,27.8,
Sanchez, Yolmer,2018,0.240,0.352,0.295,0.305,0.113,86.7,9.3,34.9,14,3.0,4.5,26.3,21.6,40.3,1.9,28.3,64.1,15.2,31.0,35.0,65.0,143,409,50.2,1318,72.6,7.2,448,1580,595,2627,84.8,127,838,49.8,1307,45.2,1186,21.7,47.5,33.8,39.8,26.3,467,61.0,51.2,239,17.1,80,25.9,121,5.8,27,0,4.25,28.1,
Arenado, Nolan,2018,0.267,0.476,0.355,0.350,0.210,89.9,15.4,35.6,35,7.4,8.4,25.1,26.7,30.9,1.3,40.5,72.5,18.8,30.2,36.8,63.2,154,418,53.5,1386,80.5,6.3,254,1554,779,2592,81.2,164,873,46.5,1204,40.2,1042,24.6,49.8,35.6,41.1,23.4,475,58.4,40.4,192,24.4,116,26.5,126,8.6,41,0,4.57,25.7,
Barnhart, Tucker,2018,0.240,0.356,0.305,0.323,0.116,87.1,12.4,35.1,13,3.5,4.9,28.4,23.2,35.1,2.4,30.3,69.0,13.6,24.2,37.3,62.7,93,249,52.6,1029,76.7,6.8,327,1167,461,1958,86.4,87,639,47.4,926,42.1,824,20.4,45.4,41.1,34.3,24.6,370,55.9,47.3,175,20.8,77,25.9,96,5.9,22,0,4.65,25.0,
Gennett, Scooter,2018,0.258,0.411,0.317,0.312,0.152,87.3,14,37.5,27,5.8,4.7,28.1,26.6,30.2,3.2,32.3,73.2,14.4,35.6,31.0,69.0,145,468,53.8,1313,82.7,6.1,287,1516,631,2443,85.6,119,826,46.2,1128,42.4,1036,20.4,53.0,37.7,34.5,27.8,467,61.8,41.5,194,25.7,120,27.0,126,5.8,27,1,4.39,26.4,
Hamilton, Billy,2018,0.228,0.276,0.265,0.296,0.048,80.5,15.4,36.3,2,0.5,0.8,27.6,31.0,32.6,4.0,8.5,67.0,19.3,26.3,36.8,63.2,99,269,47.8,1021,82.4,7.7,240,1414,478,2135,80.7,144,746,52.2,1113,44.1,942,23.9,47.6,33.7,34.0,32.4,377,65.5,40.1,151,17.8,67,30.8,116,11.4,43,101,3.94,30.1,
Haniger, Mitch,2018,0.282,0.507,0.378,0.366,0.226,90.2,12.7,36.5,47,10.3,5.5,25.3,24.4,31.4,2.9,43.2,61.1,17.0,22.5,40.7,59.3,124,305,50.0,1357,67.7,8.1,308,1520,859,2716,83.0,141,829,50.0,1356,41.8,1135,23.3,41.8,41.1,39.1,19.8,455,58.3,43.3,197,24.2,110,26.2,119,6.4,29,0,4.38,27.8,
Piscotty, Stephen,2018,0.269,0.494,0.359,0.333,0.225,88.5,13.1,34.6,42,9.6,7.1,20.8,23.6,36.2,2.7,38.7,72.4,15.7,34.2,45.4,54.6,168,370,50.3,1083,79.9,7.4,270,1160,718,2167,84.3,122,775,49.7,1070,42.3,911,25.5,53.2,35.5,39.1,25.4,437,65.0,45.3,198,24.9,109,24.7,108,5.0,22,0,4.42,26.7,
Seager, Kyle,2018,0.250,0.421,0.312,0.300,0.171,89.8,18.5,37.0,25,5.6,8.2,27.8,33.0,23.6,1.6,39.6,67.9,14.5,27.3,41.0,59.0,143,349,51.3,1277,82.5,6.7,334,1441,694,2489,85.5,119,822,48.7,1210,42.6,1059,22.4,47.0,41.9,38.3,19.8,449,59.0,34.7,156,32.1,144,24.9,112,8.2,37,0,4.50,25.9,
Carpenter, Matt,2018,0.270,0.553,0.397,0.388,0.283,90.7,21.6,44.4,56,13.7,11.5,25.1,30.0,15.6,2.0,44.7,57.1,15.0,18.5,51.5,48.5,140,272,51.7,1473,72.9,7.0,381,1839,626,2853,85.0,118,786,48.3,1377,43.7,1246,24.4,37.1,47.6,30.7,21.7,410,52.9,28.3,116,37.8,155,28.5,117,5.4,22,0,4.40,26.5,
Dickerson, Corey,2018,0.292,0.461,0.340,0.325,0.169,87.8,15.2,37.6,26,6.1,5.6,29.2,27.6,28.3,2.3,32.4,79.0,18.2,41.7,28.5,71.5,125,438,52.9,1050,83.2,7.2,239,1231,513,1986,81.8,134,738,47.1,934,43.1,855,22.0,59.3,31.3,35.5,33.2,428,63.6,38.3,164,22.9,98,30.6,131,8.2,35,0,4.22,27.8,
Dozier, Brian,2018,0.210,0.358,0.298,0.304,0.148,86.8,17.6,30.5,27,6.3,6.5,20.7,31.9,28.4,3.3,29.4,57.2,17.0,23.2,35.2,64.8,111,315,52.5,1358,60.4,7.4,233,1516,833,2643,83.0,119,702,47.5,1227,42.0,1086,22.8,39.6,45.5,38.0,16.6,429,56.5,40.8,175,28.2,121,19.8,85,11.2,48,0,4.44,26.8,
Contreras, Willson,2018,0.224,0.364,0.307,0.319,0.141,88.2,8,28.9,26,7.3,5.3,16.8,23.2,41.2,3.6,33.3,68.7,21.2,31.2,42.8,57.2,145,339,51.3,1087,82.1,7.1,169,1251,699,2120,78.8,150,709,48.7,1032,42.9,910,28.1,49.4,37.3,35.9,26.9,357,59.0,53.5,191,17.9,64,22.4,80,6.2,22,0,4.32,27.6,
Castellanos, Nick,2018,0.299,0.535,0.381,0.356,0.236,89.6,15.2,45.3,53,11.2,7.8,29.9,23.9,23.9,3.2,40.7,77.0,18.6,35.5,52.4,47.6,240,458,52.9,1290,89.7,7.2,239,1438,749,2439,81.4,165,885,47.1,1149,39.9,972,30.2,55.1,41.7,33.9,24.4,472,65.3,36.7,173,24.6,116,33.7,159,5.1,24,0,4.29,27.7,
Healy, Ryon,2018,0.262,0.445,0.326,0.303,0.184,89.6,12.3,32.2,27,7.1,6.5,26.7,23.6,34.3,1.3,41.6,62.8,11.9,33.7,47.9,52.1,163,340,52.7,1009,60.0,7.6,192,1068,643,1917,88.1,68,570,47.3,907,41.3,791,25.4,47.5,37.7,41.4,20.9,382,60.3,45.8,175,23.3,89,22.8,87,8.1,31,0,4.63,26.0,
Machado, Manny,2018,0.292,0.523,0.378,0.365,0.231,91.6,14.4,33.8,60,11.3,7.7,21.6,27.8,29.8,1.9,48.2,72.3,14.0,28.6,40.0,60.0,156,390,53.9,1362,85.8,7.2,277,1546,698,2529,86.0,118,842,46.1,1165,42.1,1064,22.2,48.8,34.7,39.8,25.5,533,56.3,40.0,213,26.8,143,24.0,128,9.2,49,0,4.62,26.3,
Realmuto, J.T.,2018,0.278,0.486,0.361,0.344,0.207,88.9,14.5,39.8,34,9.0,5.6,25.2,24.9,31.6,3.4,41.2,66.8,14.9,26.0,42.8,57.2,110,257,48.4,987,74.8,7.8,266,1157,616,2042,85.1,105,703,51.6,1053,42.6,870,22.5,47.1,42.4,36.3,21.2,377,60.6,39.8,150,25.7,97,27.3,103,7.2,27,11,4.27,28.6,
Rosario, Eddie,2018,0.245,0.432,0.307,0.284,0.187,87.7,17.9,32.5,38,8.3,5.9,21.8,31.7,26.4,3.1,34.2,77.3,18.7,41.5,30.5,69.5,144,472,55.1,1138,79.7,6.2,266,1146,651,2100,81.3,134,717,44.9,927,41.1,848,23.4,57.6,40.6,36.5,22.9,458,61.5,37.8,173,28.2,129,23.4,107,10.7,49,4,4.19,28.0,
Simmons, Andrelton,2018,0.282,0.403,0.326,0.331,0.121,88.2,7.7,27.9,21,4.1,4.1,26.0,22.3,40.7,1.9,36.3,66.5,10.2,23.5,23.8,76.2,55,231,49.8,984,78.2,8.4,189,1177,606,1980,89.8,67,659,50.2,991,43.0,849,13.7,45.2,45.0,38.8,16.3,516,59.7,51.0,263,16.5,85,23.4,121,9.1,47,0,4.48,27.1,
Yelich, Christian,2018,0.323,0.575,0.422,0.402,0.252,92.6,5,36.7,57,12.9,7.9,24.0,10.2,42.2,2.0,50.8,64.6,13.9,25.1,44.2,55.8,146,330,52.1,1317,81.3,6.3,353,1487,688,2532,86.1,109,783,47.9,1212,42.9,1084,23.0,44.0,31.3,44.2,24.5,441,60.5,52.8,233,16.8,74,27.4,121,2.9,13,47,4.18,28.7,
Merrifield, Whit,2018,0.283,0.437,0.349,0.352,0.154,87,16.9,40.9,24,4.6,6.8,30.8,26.2,27.9,2.1,31.2,67.3,14.1,28.9,30.3,69.7,122,402,51.1,1392,75.7,8.3,224,1662,837,2733,85.9,126,896,48.9,1331,41.5,1131,19.1,47.7,31.9,36.7,31.4,526,59.1,35.9,189,24.5,129,31.0,163,8.6,45,27,4.23,29.0,
Bogaerts, Xander,2018,0.285,0.505,0.373,0.359,0.221,90.6,12.5,32.9,41,9.8,6.5,22.8,24.9,33.1,2.9,41.8,60.6,12.0,26.6,40.6,59.4,130,320,51.1,1204,70.8,7.1,263,1362,731,2363,88.0,84,698,48.9,1152,41.9,986,21.1,43.2,38.4,40.8,20.9,417,56.8,43.4,181,24.5,102,24.0,100,8.2,34,4,4.23,27.8,
Calhoun, Kole,2018,0.250,0.456,0.337,0.322,0.206,90.4,12.1,34.3,34,9.3,8.2,25.5,23.4,31.3,1.6,43.1,73.4,20.5,26.9,48.3,51.7,146,302,52.3,1121,84.9,8.0,285,1331,529,2148,79.5,154,752,47.7,1024,42.8,917,28.5,49.2,41.2,35.4,23.4,364,58.2,45.1,164,28.8,105,23.6,86,2.5,9,0,4.52,26.1,
Profar, Jurickson,2018,0.255,0.400,0.329,0.337,0.145,87.3,12.4,33.6,22,5.0,4.3,25.0,26.6,35.2,3.6,31.8,68.0,14.1,30.1,28.3,71.7,103,364,51.7,1209,76.8,6.5,414,1369,556,2340,85.9,108,768,48.3,1130,42.1,985,18.7,48.4,37.7,35.0,27.0,440,60.3,44.5,196,21.6,95,25.7,113,8.2,36,0,4.31,27.6,
Baez, Javier,2018,0.272,0.508,0.348,0.311,0.237,90.6,9.6,33.1,56,12.6,6.1,21.6,18.2,36.5,2.5,43.3,77.3,21.8,43.1,50.1,49.9,276,551,57.3,1277,85.2,5.2,203,1193,832,2245,78.2,161,737,42.7,953,38.8,865,33.9,57.7,37.8,35.6,26.6,444,66.5,47.1,209,22.1,98,23.6,105,7.2,32,16,4.19,28.8,
Lindor, Francisco,2018,0.293,0.520,0.381,0.367,0.228,90.6,14.7,34.3,52,9.3,8.4,21.1,26.3,31.1,2.1,41.0,67.4,11.8,29.7,27.8,72.2,130,467,54.6,1571,68.3,6.3,401,1688,782,2920,88.2,104,880,45.4,1305,43.7,1258,17.7,46.9,36.8,35.5,27.7,560,55.8,40.0,224,25.5,143,25.9,145,8.6,48,3,4.21,28.4,
Odor, Rougned,2018,0.244,0.417,0.324,0.321,0.173,90.7,13.9,30.2,25,7.1,7.3,22.0,26.3,30.5,1.4,38.7,64.2,15.4,32.6,37.6,62.4,127,338,52.4,1037,68.3,7.2,231,1111,634,1980,84.6,93,605,47.6,942,42.2,836,23.3,47.6,41.8,39.8,18.4,354,60.9,44.9,159,22.6,80,23.2,82,9.3,33,13,4.14,28.1,
Story, Trevor,2018,0.265,0.513,0.358,0.326,0.248,91,16,38.2,55,12.7,7.6,23.5,29.0,24.4,2.3,46.2,73.0,15.8,28.5,47.2,52.8,175,371,51.1,1303,81.3,7.1,256,1509,782,2555,84.2,144,910,48.9,1247,42.0,1071,24.9,50.3,40.3,36.6,23.0,434,60.5,35.5,154,29.0,126,28.3,123,7.1,31,70,4.16,29.6,
Kepler, Max,2018,0.236,0.410,0.328,0.332,0.174,89.5,16.2,30.1,29,6.6,7.5,18.0,33.7,29.8,3.0,38.2,64.8,9.5,21.0,42.6,57.4,106,249,51.1,1185,68.9,7.2,295,1439,583,2351,90.5,70,736,48.9,1136,42.7,992,18.0,42.6,41.9,33.7,24.4,439,58.1,37.8,166,29.2,128,23.9,105,9.1,40,5,4.27,27.9,
Bradley Jr., Jackie,2018,0.264,0.468,0.351,0.341,0.204,92.2,12.3,35.2,35,10.3,8.2,24.6,22.3,32.8,1.2,50.1,69.5,26.0,23.2,46.3,53.7,113,244,48.6,1052,79.1,6.8,320,1296,548,2168,74.0,201,774,51.4,1113,43.3,938,30.8,47.0,39.0,40.8,20.2,341,61.5,43.7,149,24.9,85,25.5,87,5.9,20,1,4.26,27.8,
Candelario, Jeimer,2018,0.209,0.352,0.295,0.304,0.143,87.2,15,32.0,23,6.0,4.2,22.4,29.9,32.6,4.4,33.6,61.3,18.3,25.6,41.7,58.3,149,357,52.2,1396,66.7,6.8,498,1546,620,2673,81.7,143,782,47.8,1276,43.4,1160,25.6,42.6,43.2,34.1,22.7,384,55.6,42.2,162,22.4,86,24.5,94,10.9,42,0,4.41,27.3,
Ahmed, Nick,2018,0.241,0.377,0.296,0.296,0.136,86.9,11.9,36.3,21,5.1,5.8,24.9,27.4,31.7,4.1,30.0,71.2,16.2,29.9,46.1,53.9,149,323,51.0,1082,81.5,7.6,179,1270,674,2124,83.8,120,741,49.0,1041,43.5,924,25.4,50.1,35.1,39.2,25.7,413,65.4,41.6,172,24.5,101,27.4,113,6.5,27,2,4.35,28.2,
Anderson, Brian,2018,0.261,0.412,0.338,0.347,0.150,90.2,8.7,29.2,27,5.8,6.0,27.0,19.2,39.3,2.4,42.4,68.2,18.3,23.3,43.0,57.0,129,300,48.9,1289,75.5,8.3,291,1566,778,2641,81.7,168,919,51.1,1348,42.9,1130,24.3,46.2,35.0,39.3,25.7,463,58.2,52.3,242,18.8,87,23.3,108,5.6,26,0,4.44,27.1,
Bell, Josh,2018,0.262,0.425,0.347,0.358,0.164,90.2,9.5,29.6,28,7.0,6.0,22.4,23.6,37.8,2.7,39.3,68.4,18.3,23.1,38.8,61.2,119,307,56.3,1331,78.0,6.0,348,1439,575,2366,81.7,129,706,43.7,1032,43.3,1022,24.4,42.9,32.6,39.1,28.4,402,55.4,49.8,200,22.6,91,21.4,86,6.2,25,0,4.41,27.1,
Betts, Mookie,2018,0.316,0.618,0.440,0.416,0.302,92.2,18.4,39.4,61,14.1,8.1,26.3,27.6,21.7,2.1,50.6,56.6,10.1,16.1,33.3,66.7,72,216,51.9,1338,61.0,7.1,330,1532,712,2582,89.9,71,701,48.1,1238,42.4,1092,15.5,35.6,43.3,39.6,17.1,434,56.2,34.3,149,31.6,137,26.5,115,7.6,33,7,4.18,28.1,
Smith, Mallex,2018,0.262,0.349,0.310,0.338,0.087,85.8,3.7,32.2,6,1.5,3.6,27.6,19.9,40.9,2.6,23.0,71.9,19.9,25.5,41.9,58.1,109,260,49.5,1021,77.6,8.0,316,1251,493,2061,80.1,149,748,50.5,1040,42.2,869,25.6,48.9,24.0,45.3,30.7,391,61.2,51.2,200,17.1,67,28.1,110,3.6,14,95,4.03,29.8,
Hernandez, Teoscar,2018,0.238,0.506,0.347,0.303,0.267,91.8,16.9,34.8,49,15.5,8.5,17.7,28.2,26.9,2.8,45.9,72.1,29.6,28.2,60.0,40.0,183,305,51.4,1083,78.2,7.4,209,1213,685,2109,70.4,219,740,48.6,1026,42.9,905,38.5,49.5,36.7,38.6,24.7,316,64.1,38.0,120,31.0,98,23.1,73,7.9,25,2,4.28,28.6,
Peraza, Jose,2018,0.280,0.389,0.313,0.321,0.109,85.8,15,37.7,14,2.5,3.3,24.7,32.8,30.4,2.1,23.6,66.0,6.7,32.6,28.5,71.5,108,379,50.8,1163,66.2,8.9,190,1435,664,2296,93.3,50,745,49.2,1128,41.5,951,14.0,49.1,32.5,38.8,28.8,570,62.1,38.9,222,24.2,138,28.9,165,7.9,45,21,4.19,28.8,
Marte, Ketel,2018,0.263,0.402,0.327,0.336,0.140,88.8,5.8,28.8,22,5.0,5.4,23.6,20.5,41.4,2.9,36.9,68.5,11.3,23.7,29.4,70.6,78,265,51.5,1120,76.2,6.6,405,1263,504,2177,88.7,82,723,48.5,1055,42.9,932,16.2,45.5,36.0,40.1,23.9,444,58.4,52.0,231,19.4,86,22.7,101,5.9,26,12,4.23,28.7,
Nimmo, Brandon,2018,0.240,0.399,0.355,0.385,0.159,89.9,10.7,33.4,19,6.5,7.2,24.6,21.5,37.2,2.0,42.1,62.1,20.3,16.1,51.4,48.6,93,181,49.8,1126,80.3,7.7,303,1442,505,2262,79.7,143,705,50.2,1135,43.2,977,26.6,39.2,42.7,34.8,22.5,293,63.0,46.1,135,21.2,62,24.2,71,8.5,25,7,4.23,28.5,
Turner, Trea,2018,0.277,0.424,0.342,0.351,0.147,89.1,9.3,28.8,31,5.8,4.9,24.2,22.7,37.5,2.6,38.6,64.1,14.0,22.9,38.6,61.4,129,334,49.8,1457,73.1,8.0,313,1728,883,2927,86.0,132,940,50.2,1467,43.1,1261,20.5,43.6,37.8,39.9,22.3,534,62.4,49.6,265,20.4,109,24.2,129,5.8,31,134,4.10,30.1,
Pillar, Kevin,2018,0.282,0.437,0.325,0.312,0.155,87.3,16.8,39.3,24,5.7,9.0,27.4,27.1,25.7,4.5,36.7,66.8,12.8,41.6,36.7,63.3,154,420,51.7,1009,76.7,6.6,215,1129,600,1953,87.2,81,631,48.3,944,44.1,862,22.4,53.8,38.8,35.5,25.7,420,60.7,36.7,154,23.1,97,29.5,124,10.7,45,4,4.34,27.8,
Ramirez, Jose,2018,0.267,0.480,0.372,0.387,0.213,89,19,34.3,42,8.3,7.9,19.8,32.3,28.0,1.2,35.1,60.7,10.2,19.7,23.4,76.6,73,312,53.8,1584,73.7,6.7,512,1576,855,3002,89.8,84,826,46.2,1361,42.0,1236,13.7,38.5,47.8,33.9,18.3,504,53.0,33.9,171,31.2,157,23.4,118,11.5,58,2,4.28,27.5,
Bregman, Alex,2018,0.276,0.480,0.380,0.387,0.204,89.4,16.8,37.9,39,7.6,8.0,23.4,29.9,29.1,1.4,39.9,57.7,8.2,18.2,26.6,73.4,71,267,52.1,1468,67.3,7.7,317,1702,791,2821,91.8,64,778,47.9,1349,43.0,1210,12.9,37.1,46.7,34.2,19.1,512,54.2,35.5,182,26.6,136,27.1,139,10.7,55,1,4.31,27.8,
Gallo, Joey,2018,0.232,0.540,0.371,0.335,0.308,94.3,21.9,37.5,66,22.5,7.8,19.1,30.7,18.4,0.7,49.5,72.5,31.6,29.2,59.1,40.9,227,384,56.0,1315,87.7,6.2,288,1249,809,2348,68.4,237,749,44.0,1033,41.8,982,41.0,48.3,43.7,33.4,22.9,293,59.6,30.0,88,37.2,109,23.9,70,8.9,26,0,4.42,27.6,
Mazara, Nomar,2018,0.264,0.448,0.338,0.325,0.184,90.5,5.3,28.2,32,8.5,6.4,23.1,17.0,42.3,2.7,43.4,62.8,16.9,32.2,39.2,60.8,150,383,54.4,1190,71.9,6.4,297,1268,621,2187,83.1,106,626,45.6,997,42.4,927,25.4,46.1,33.2,41.2,25.5,376,56.7,55.1,207,19.1,72,20.5,77,5.3,20,0,4.32,26.8,
Andujar, Miguel,2018,0.281,0.447,0.331,0.314,0.166,89.2,12.2,34.6,30,6.3,5.6,25.4,25.4,34.8,2.3,36.5,72.1,11.1,36.0,35.2,64.8,142,403,52.5,1121,73.9,7.5,266,1130,730,2135,88.9,81,730,47.5,1013,43.6,930,19.7,53.1,42.5,34.6,22.9,480,66.3,44.2,212,22.7,109,24.0,115,9.2,44,3,4.31,27.8,
Swanson, Dansby,2018,0.231,0.365,0.285,0.299,0.134,88,14.1,31.8,15,4.1,5.2,24.4,28.2,32.9,2.7,34.0,69.8,17.0,30.8,43.6,56.4,146,335,50.8,1087,78.7,7.7,184,1158,790,2145,83.0,125,734,49.2,1052,43.0,919,25.5,49.9,38.9,35.3,25.8,365,64.0,44.1,161,21.4,78,25.2,92,9.3,34,36,4.09,29.4,
Taylor, Chris,2018,0.245,0.420,0.330,0.327,0.175,88.9,16.4,39.5,30,8.3,7.5,27.6,25.1,26.2,2.2,38.5,69.6,25.5,23.4,51.3,48.7,140,273,48.2,1165,81.3,8.0,264,1475,680,2475,74.5,223,873,51.8,1254,43.3,1047,31.6,47.4,36.7,34.5,28.7,362,62.6,34.8,126,26.2,95,32.3,117,6.6,24,4,4.23,28.7,
Wendle, Joey,2018,0.264,0.378,0.312,0.326,0.115,88.8,10.7,31.8,11,2.7,5.2,29.8,24.6,35.0,2.0,35.7,61.1,11.4,33.8,35.2,64.8,126,358,53.5,1060,63.0,6.4,316,1101,561,1981,88.6,64,562,46.5,920,45.0,891,20.6,46.5,32.0,39.5,28.5,403,57.2,47.4,191,19.4,78,26.3,106,6.9,28,0,4.16,28.3,
Olson, Matt,2018,0.252,0.497,0.360,0.340,0.246,93.2,18,35.1,51,12.2,9.1,22.9,29.8,24.3,1.4,52.2,68.8,23.8,20.9,39.8,60.2,121,304,51.4,1454,80.1,7.3,362,1699,764,2844,76.2,225,946,48.6,1375,43.3,1226,27.6,44.2,42.7,33.7,23.6,419,54.1,36.5,153,28.4,119,24.8,104,10.3,43,0,4.53,25.9,
Duffy, Matt,2018,0.275,0.363,0.320,0.345,0.088,86.8,4.8,33.7,5,1.2,4.1,30.8,16.7,42.9,3.9,28.1,67.2,9.5,25.0,39.0,61.0,103,264,49.6,1054,74.2,7.7,207,1300,610,2124,90.5,68,719,50.4,1070,42.9,911,17.4,46.3,24.7,42.1,33.2,413,63.4,55.7,230,12.3,51,28.8,119,3.1,13,0,4.42,27.7,
Margot, Manuel,2018,0.260,0.383,0.305,0.309,0.123,89.4,11.5,33.8,13,3.3,8.3,21.2,27.7,35.0,2.3,37.0,64.7,15.2,24.4,38.4,61.6,81,211,46.2,863,77.6,8.4,167,1182,516,1913,84.8,99,650,53.8,1005,41.4,774,21.3,45.9,34.0,42.8,23.2,397,62.0,43.6,173,20.2,80,26.4,105,9.8,39,35,4.19,29.4,
